record_id,redcap_repeat_instrument,redcap_repeat_instance,form_name,field_name,nlp_derived,field_type,field_label,field_note,text_validation_type_or_sh,identifier,extract_label,for_cbioportal,for_docs_site,for_test_portal,fill_value,reasons_for_missing_data,souce_from_idb_or_cdm,adapted_from_col,adapted_from_table,extract_name_id,palantir_dataset,palantir_unified_column,epic_table_name,epic_column_name
9,metadata,8,Comorbidity Index Score,CCI_CONGESTIVE_HEART_FAILURE,,STRING,CCI - Congestive Heart Failure,Charlson Comorbidity Index score contribution for Congestive Heart Failure,,,,,,,,,,,,,,,,
9,metadata,9,Comorbidity Index Score,CCI_DEMENTIA,,STRING,CCI - Dementia,Charlson Comorbidity Index score contribution for Dementia,,,,,,,,,,,,,,,,
9,metadata,10,Comorbidity Index Score,CCI_DIABETES,,STRING,CCI - Diabetes,Charlson Comorbidity Index score contribution for Diabetes,,,,,,,,,,,,,,,,
9,metadata,11,Comorbidity Index Score,CCI_DIABETES_W_CHRONIC_COMPLICATION,,STRING,CCI - Diabetes w/ Chronic Complications,Charlson Comorbidity Index score contribution for Diabetes w/ Chronic Complications,,,,,,,,,,,,,,,,
9,metadata,12,Comorbidity Index Score,CCI_HIV_AND_AIDS,,STRING,CCI - HIV and/or AIDS,Charlson Comorbidity Index score contribution for HIV and/or AIDS,,,,,,,,,,,,,,,,
9,metadata,13,Comorbidity Index Score,CCI_HEMIPLEGIA_OR_PARAPLEGIA,,STRING,CCI - Hemiplegia or Paraplegia,Charlson Comorbidity Index score contribution for Hemiplegia or Paraplegia,,,,,,,,,,,,,,,,
9,metadata,14,Comorbidity Index Score,CCI_METASTATIC_SOLID_TUMOR,,STRING,CCI - Metastatic Disease,Charlson Comorbidity Index score contribution for Metastatic Disease,,,,,,,,,,,,,,,,
9,metadata,15,Comorbidity Index Score,CCI_MILD_LIVER_DISEASE,,STRING,CCI - Liver Disease (Mild),Charlson Comorbidity Index score contribution for Liver Disease (Mild),,,,,,,,,,,,,,,,
9,metadata,16,Comorbidity Index Score,CCI_MODERATE_OR_SEVERE_LIVER_DISEASE,,STRING,CCI - Liver Disease (Severe),Charlson Comorbidity Index score contribution for Liver Disease (Severe),,,,,,,,,,,,,,,,
9,metadata,17,Comorbidity Index Score,CCI_MYOCARDIAL_INFARCTION,,STRING,CCI - Myocardial Infarction,Charlson Comorbidity Index score contribution for Myocardial Infarction,,,,,,,,,,,,,,,,
9,metadata,18,Comorbidity Index Score,CCI_PEPTIC_ULCER_DISEASE,,STRING,CCI - Peptic Ulcer Disease,Charlson Comorbidity Index score contribution for Peptic Ulcer Disease,,,,,,,,,,,,,,,,
9,metadata,19,Comorbidity Index Score,CCI_PERIPHERAL_VASCULAR_DISEASE,,STRING,CCI - Peripheral Vascular Disease,Charlson Comorbidity Index score contribution for Peripheral Vascular Disease,,,,,,,,,,,,,,,,
9,metadata,20,Comorbidity Index Score,CCI_RENAL_DISEASE,,STRING,CCI - Renal Disease,Charlson Comorbidity Index score contribution for Renal Disease,,,,,,,,,,,,,,,,
9,metadata,21,Comorbidity Index Score,CCI_RHEUMATOLOGIC_DISEASE,,STRING,CCI - Rheumatologic Disease,Charlson Comorbidity Index score contribution for Rheumatologic Disease,,,,,,,,,,,,,,,,
9,metadata,22,Comorbidity Index Score,has_liver_disease,,STRING,Indicator CCI Has Liver Disease,Indicator patient Has Liver Disease in the CCI categories,,,,,,,,,,,,,,,,
9,metadata,23,Comorbidity Index Score,has_diabetes,,STRING,Indicator CCI Has Diabetes,Indicator patient Has diabetes in the CCI categories,,,,,,,,,,,,,,,,
9,metadata,24,Comorbidity Index Score,NUM_COMORBIDITIES_NON_CANCER,,STRING,CCI Number of Comorbidites (Non-Cancer),Number of CCI attributes outside of cancer,,,,,,,,,,,,,,,,
9,metadata,25,Comorbidity Index Score,HAS_MULTIPLE_COMORBIDITIES_NON_CANCER,,STRING,Indicator has Multiple Comorbidities (Non-Cancer),Binary T/F of NUM_COMORBIDITIES_NON_CANCER > 0,,,,,,,,,,,,,,,,
9,metadata,26,Comorbidity Index Score,CCI_AGE_AT_SEQ,,STRING,CCI Age Range at Sequencing,"Charlson Comorbidity Index score contribution for age, defined at sequencing at IMPACT",,,,,,,,,,,,,,,,
9,metadata,27,Comorbidity Index Score,CCI_SCORE,,STRING,CCI Score,Final score for Charlson Comorbidity Index,,,,,,,,,,,,,,,,
9,metadata,28,Comorbidity Index Score,NCI_SCORE,,STRING,NCI Comorbidity Score,Final score for NCI comorbidity Index,,,,,,x,,,,,,,,,,
10,,,,,,,,,,,,,,,,,,,,,,,,
10,metadata,1,Radiology Reports,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
10,metadata,2,Radiology Reports,ACCESSION_NUMBER,,STRING,Radiology Accession Number,Report ID for radiology reports,,y,,,,,,,,,,,,,,
10,metadata,3,Radiology Reports,RADIOLOGY_PERFORMED_DATE,,STRING,Date of Radiology Report,Date the Radiology Report was performed,date_mdy,y,,,,,,,,,,,,,,
10,metadata,4,Radiology Reports,RRPT_ORDER_STATUS_DESC,,STRING,Radiology Order Status,Either RESC or RESF,,,,,,,,,,,,,,,,
10,metadata,5,Radiology Reports,RADIOLOGY_PROCEDURE_NAME,,STRING,Radiology Scan Procedure Name,Free text of the scan procedure.,,,,,,,,,,,,,,,,
10,metadata,6,Radiology Reports,PROCEDURE_TYPE,,STRING,Radiology Procedure Type,"Procedure type including PET, CT, MRI, Ultrasound, etc",,,,,,,,,,,,,,,,
10,metadata,7,Radiology Reports,RRPT_REPORT_TXT,,STRING,Radiology Report Text,"Free text of the radiology report, including Findings and Impression sections",,y,,,,,,,,,,,,,,
10,metadata,8,Radiology Reports Full Parsed,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
10,metadata,9,Radiology Reports Full Parsed,ACCESSION_NUMBER,,STRING,Radiology Accession Number,Report ID for radiology reports,,y,,,,,,,,,,,,,,
10,metadata,10,Radiology Reports Full Parsed,RADIOLOGY_PERFORMED_DATE,,STRING,Date of Radiology Report,Date the Radiology Report was performed,date_mdy,y,,,,,,,,RADIOLOGY_PERFORMED_DATE,radiology/ddp_radiology_reports.tsv,,,,,
10,metadata,11,Radiology Reports Full Parsed,RRPT_REPORT_TXT,,STRING,Radiology Procedure Type,"Procedure type including PET, CT, MRI, Ultrasound, etc",,y,,,,,,,,RRPT_REPORT_TXT,radiology/ddp_radiology_reports.tsv,,,,,
10,metadata,12,Radiology Reports Full Parsed,RADIOLOGY_PROCEDURE_NAME,,STRING,Radiology Report Text,"Free text of the radiology report, including Findings and Impression sections",,,,,,,,,,RADIOLOGY_PROCEDURE_NAME,radiology/ddp_radiology_reports.tsv,,,,,
10,metadata,13,Radiology Reports Full Parsed,PROCEDURE_TYPE,,STRING,Radiology Scan Procedure Name,Free text of the scan procedure.,,,,,,,,,,PROCEDURE_TYPE,radiology/ddp_radiology_reports.tsv,,,,,
10,metadata,14,Radiology Reports Full Parsed,CHEST,y,STRING,Radiology Scan Location (Chest),Indicator that radiology report is investigating the chest,,,,,,,,,,,,,,,,
10,metadata,15,Radiology Reports Full Parsed,ABDOMEN,y,STRING,Radiology Scan Location (Abdomen),Indicator that radiology report is investigating the abdomen,,,,,,,,,,,,,,,,
10,metadata,16,Radiology Reports Full Parsed,PELVIS,y,STRING,Radiology Scan Location (Pelvis),Indicator that radiology report is investigating the pelvis,,,,,,,,,,,,,,,,
10,metadata,17,Radiology Reports Full Parsed,HEAD,y,STRING,Radiology Scan Location (Head),Indicator that radiology report is investigating the head,,,,,,,,,,,,,,,,
10,metadata,18,Radiology Reports Full Parsed,OTHER,y,STRING,Radiology Scan Location (Other),Indicator that radiology report is investigating another specified location,,,,,,,,,,,,,,,,
10,metadata,19,Radiology Reports Full Parsed,IMPRESSION,y,STRING,Radiology Report Impression Section,Segmented portion of RRPT_REPORT_TXT describing the impression,,y,,,,,,,,,,,,,,
10,metadata,20,Radiology Reports Full Parsed,FINDINGS,y,STRING,Radiology Report Findings Section,Segmented portion of RRPT_REPORT_TXT describing the findings,,y,,,,,,,,,,,,,,
10,metadata,21,Radiology Reports Full Parsed,findings_not_in_report,,STRING,Radiology Indicator Findings Exists,Indicator T/F that the findings section exists,,,,,,,,,,,,,,,,
10,metadata,22,Radiology Reports Full Parsed,findings_dict,y,STRING,Radiology Report Findings Section (Segmented),"Further segmented findings section (FINDINGS), broken down by organ site",,y,,,,,,,,,,,,,,
10,metadata,23,Radiology Reports Full Parsed,organs_filtered,y,STRING,Radiology Report Organs in Findings Section,List of organs mentioned in findings section,,y,,,,,,,,,,,,,,
10,metadata,24,Radiology Reports Full Parsed,CLINICAL_STATEMENT,y,STRING,Radiology Report Clinical Section,Segmented portion of RRPT_REPORT_TXT describing the clinical statement,,y,,,,,,,,,,,,,,
10,metadata,25,Radiology Reports Full Parsed,SUMMARY,y,STRING,Radiology Report Summary Section,Segmented portion of RRPT_REPORT_TXT describing the summary,,y,,,,,,,,,,,,,,
11,,,,,,,,,,,,,,,,,,,,,,,,
11,metadata,1,Metastatic Site Predictions,ACCESSION_NUMBER,,STRING,Radiology Accession Number,Report ID for radiology reports,,y,,,,,,,,,,,,,,
11,metadata,2,Metastatic Site Predictions,adrenal_glands,y,STRING,Metastatic Site: Adrenal Glands,Indication if Adrenal Gland is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,3,Metastatic Site Predictions,Bone,y,STRING,Metastatic Site: Bone,Indication if Bone is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,4,Metastatic Site Predictions,CNS_Brain,y,STRING,Metastatic Site: CNS/Brain,Indication if CNS/Brain is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,5,Metastatic Site Predictions,"Attributes with assigned ancestry label for the patient. The values can be EUR, ASJ, AFR, EAS, SAS, NAM or ADM which stand for European (excluding Ashkenazi Jewish), Ashkenazi Jewish European, African, East Asian, South Asian, Native American and Admixed/Other",y,STRING,Metastatic Site: Intra-Abdominal,Indication if Intra-Abdominal is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,6,Metastatic Site Predictions,Liver,y,STRING,Metastatic Site: Liver,Indication if Liver is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,7,Metastatic Site Predictions,Lung,y,STRING,Metastatic Site: Lung,Indication if Lung is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,8,Metastatic Site Predictions,lymph_nodes,y,STRING,Metastatic Site: Lymph Node,Indication if Lymph Node is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,9,Metastatic Site Predictions,Other,y,STRING,Metastatic Site: Other,"Indication if another site (breast, soft tissue, etc) is a predict site of met in radiology report impression",,,,,,,,,,,,,,,,
11,metadata,10,Metastatic Site Predictions,Pleura,y,STRING,Metastatic Site: Pleura,Indication if Pleura is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,11,Metastatic Site Predictions,Reproductive_Organs,y,STRING,Metastatic Site: Reproductive Organs,Indication if Reproductive Organs is a predict site of met in radiology report impression,,,,,,,,,,,,,,,,
11,metadata,12,Metastatic Site Predictions Summary,MRN,,STRING,MRN,Medical record number. A unique number assigned to each patient.,,y,,,,,,,,,,,,,,
11,metadata,13,Disease Site Predictions Summary,adrenal_glands,y,STRING,Tumor Site: Adrenal Glands (NLP),History of Adrenal Gland as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,14,Disease Site Predictions Summary,Bone,y,STRING,Tumor Site: Bone (NLP),History of Bone as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,15,Disease Site Predictions Summary,CNS_Brain,y,STRING,Tumor Site: CNS/Brain (NLP),History of CNS/Brain as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,16,Disease Site Predictions Summary,Intra_Abdominal,y,STRING,Tumor Site: Intra-Abdominal (NLP),History of Intra-Abdominal as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,17,Disease Site Predictions Summary,Liver,y,STRING,Tumor Site: Liver (NLP),History of Liver as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,18,Disease Site Predictions Summary,Lung,y,STRING,Tumor Site: Lung (NLP),History of Lung as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,19,Disease Site Predictions Summary,lymph_nodes,y,STRING,Tumor Site: Lymph Node (NLP),History of LN as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,20,Disease Site Predictions Summary,Other,y,STRING,Tumor Site: Other (NLP),History of another site as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,21,Disease Site Predictions Summary,Pleura,y,STRING,Tumor Site: Pleura (NLP),History of Pleura as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,22,Disease Site Predictions Summary,Reproductive_Organs,y,STRING,Tumor Site: Reproductive Organs (NLP),History of Reproductive Organs as a tumor site as indicated in radiology report impression,,,,x,x,x,Unknown,No CT/PET/MRI radiology report available for patient. Impression section missing from report.,NLP generated from radiology reports,,,Site of cancer based on imaging (MSKL2140003172),,,,
11,metadata,23,Tumor Sites from Radiology Reports,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
11,metadata,24,Tumor Sites from Radiology Reports,START_DATE,,STRING,Date of Tumor Indication,Date tumor site was indicated via SOURCE,date_mdy,y,,,,,,,,,,,,,,
11,metadata,25,Tumor Sites from Radiology Reports,STOP_DATE,,STRING,Date of Tumor Indication (Stop Date),All should be blank (Used for cbioportal etl purposes),,,,,,,,,,,,,,,,
11,metadata,26,Tumor Sites from Radiology Reports,EVENT_TYPE,,STRING,Event Type (Diagnosis),All should be under Diagnosis (portal track),,,,,,,,,,,,,,,,
11,metadata,27,Tumor Sites from Radiology Reports,SUBTYPE,,STRING,Subtype (All Tumors),All should be Tumor Sites (portal sub track),,,,,,,,,,,,,,,,
11,metadata,28,Tumor Sites from Radiology Reports,SOURCE,,STRING,Source (All Tumors),General source of data -- Radiolgy report impressions,,,,,,,,,,,,,,,,
11,metadata,29,Tumor Sites from Radiology Reports,SOURCE_SPECIFIC,,STRING,Source Specific (All Tumors),"Radiology report including CT, MRI, or PET scans",,,,,,,,,,,,,,,,
11,metadata,30,Tumor Sites from Radiology Reports,DX_DESCRIPTION,,STRING,Diagnosis Description (All Tumors),"IMPACT sample desciption, NLP Derived (Radiology reports), or billing code info",,,,,,,,,,,,,,,,
11,metadata,31,Tumor Sites from Radiology Reports,ANATOMIC_LOCATION,y,STRING,Anatomic Site (All Tumors),"Standard set of (9) tumor sites defined by MSK-CHORD. OTHER groups rare sites including breast, skin, kidney, etc.",,,,,,,,,,,,,,,,
12,,,,,,,,,,,,,,,,,,,,,,,,
12,metadata,1,Cancer Progression Predictions Raw,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
12,metadata,2,Cancer Progression Predictions Raw,ACCESSION_NUMBER,,STRING,Radiology Accession Number,Report ID for radiology reports,,y,,,,,,,,,,,,,,
12,metadata,3,Cancer Progression Predictions Raw,inferred_progression_prob,y,STRING,Progression Probability (No or indeterminate),Probability that progression is present in radiology report impression,,,,,,,,,,,,,,,,
12,metadata,4,Cancer Progression from Radiology Reports,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
12,metadata,5,Cancer Progression from Radiology Reports,START_DATE,,STRING,Progression Date,Date when progression was inferred ,date_mdy,y,,,,,,,,,,,,,,
12,metadata,6,Cancer Progression from Radiology Reports,STOP_DATE,,STRING,Progression Stop Date for cBioPortal (DNU),Required file for cBioPortal. DNU.,date_mdy,y,,,,,,,,,,,,,,
12,metadata,7,Cancer Progression from Radiology Reports,EVENT_TYPE,,STRING,Event Type (Progression),All should be under Diagnosis (portal track),,,,,,,,,,,,,,,,
12,metadata,8,Cancer Progression from Radiology Reports,SUBTYPE,,STRING,Subtype (Progession),All should be Primary (portal sub track),,,,,,,,,,,,,,,,
12,metadata,9,Cancer Progression from Radiology Reports,SOURCE,,STRING,Source (Progession),General source of data -- Radiolgy report impressions,,,,,,,,,,,,,,,,
12,metadata,10,Cancer Progression from Radiology Reports,SOURCE_SPECIFIC,,STRING,Source Specific (Progession),"Radiology report including CT, MRI, or PET scans",,,,,,,,,,,,,,,,
12,metadata,11,Cancer Progression from Radiology Reports,PROGRESSION,y,STRING,Cancer Progression ,"Binary indication if progression is present in radiology report impression ('Progressing or Mixed' or 'Improving or Stable'). Note: patients are predicted to have progression if the 'prog_probability' is greater than 0.5, however patients with a higher progression probability (closer to 1) are more likely to have progression.",,,,,,,,,,,,,,,,
12,metadata,12,Cancer Progression from Radiology Reports,PROGRESSION_PROBABILITY,y,STRING,Progression Score,Probability that progression is present in radiology report impression,,,,,,,,,,,,,,,,
12,metadata,13,Cancer Progression from Radiology Reports,STYLE_COLOR,,STRING,Style Color (Progression) ,Hex color for progression. Green indicates 'Improving or Stable' and red indicates 'Progressing or Mixed',,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,,,,
13,metadata,1,Smoking History,MRN,,STRING,MRN,Medical record number. A unique number assigned to each patient.,,y,,,,,,,,,,,,,,
13,metadata,2,Smoking History,CDD_SERVICE_DTE,,STRING,Date of note ,Service date.,date_mdy,y,,,,,,,,,,,,,,
13,metadata,3,Smoking History,CDD_DOC_GUID,,STRING,Clindoc ID,Clindoc ID/ Document GUID. Unique system generated sequential numeric identifier representing the key field,,y,,,,,,,,,,,,,,
13,metadata,4,Smoking History,CDO_ITEM_NAME,,STRING,CDO_ITEM_NAME,"Document item/observation name. Often a dropdown field or component of a section. The left justified label from the CIS CV3ObsCatalogMasterItem table if it is not null, else the right justified label.",,,,,,,,,,,,,,,,
13,metadata,5,Smoking History,CDO_VALUE_TEXT,,STRING,CDO_VALUE_TEXT,Text containing smoking history. (A text representation of the observation's value.),,y,,,,,,,,,,,,,,
13,metadata,6,Smoking History,CDD_DOC_NAME,,STRING,CDD_DOC_NAME,Document name,,,,,,,,,,,,,,,,
13,metadata,7,Smoking History,CDO_SECTION,,STRING,CDO_SECTION,Document section name. (The display name for this item as it is to appear in the flowsheet for this version. Denormalized from Flowsheet Version Item Table),,,,,,,,,,,,,,,,
13,metadata,8,Smoking History,smoking_predictions_3_classes,y,STRING,Smoking History (NLP),"Inferred smoking history. Classes: Current/Former, Never, Unknown",,,MSKL2140000594,x,x,x,Unknown,"The patient might not have had a 'Smoking Status' section in their Clindoc note.  Potential factor for older notes, if the formatting of the section has changed; majority are from 2015-->present.",NLP generated from medical oncology notes,,,"Smoking status, National Cancer Institute (MSKL2140000594)",,,,
13,metadata,9,Smoking History,smoking_predictions_4_classes,y,STRING,"Smoking History, 4 classes (NLP)","Inferred smoking history. Classes: Current, Former, Never, Unknown",,,,,,,Unknown,,,,,,,,,
14,,,,,,,,,,,,,,,,,,,,,,,,
14,metadata,1,Pathology Reports,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,2,Pathology Reports,Report Type,,STRING,Pathology Report Type (Abv.),Abbreviated label for pathology report type,,,,,,,,,,,,,,,,
14,metadata,3,Pathology Reports,Path Report Type,,STRING,Pathology Report Type,Detailed description for pathology report type,,,,,,,,,,,,,,,,
14,metadata,4,Pathology Reports,Path Procedure Date,,STRING,Date of Pathology Report,Date that the pathology report was created,date_mdy,y,,,,,,,,,,,,,,
14,metadata,5,Pathology Reports,PRPT_PATH_RPT_ID,,STRING,De-identified Pathology Report ID,De-identified Pathology Report ID,,,,,,,,,,,,,,,,
14,metadata,6,Pathology Reports,Accession Number,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,7,Pathology Reports,Associated Reports,,STRING,Associated Pathology Report IDs,List of deidentified pathology report IDs connected to `Accession Number`,,,,,,,,,,,,,,,,
14,metadata,8,Pathology Reports,PDRX_DMP_PATIENT_ID,,STRING,Patient ID,MSK-IMPACT Patient ID,,,,,,,,,,,,,,,,
14,metadata,9,Pathology Reports,PDRX_DMP_SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,,,,,,,
14,metadata,10,Pathology Reports,path_prpt_p1,,STRING,Pathology Report Note (Part 1),"Pathology Report Text, part 1 (text limited)",,y,,,,,,,,,,,,,,
14,metadata,11,Pathology Reports,path_prpt_p2,,STRING,Pathology Report Note (Part 2),"Pathology Report Text, part 2 (text limited)",,y,,,,,,,,,,,,,,
14,metadata,12,Pathology Reports,SPEC_SUB_PRE,,STRING,Pathology Specimens Submitted,"Description of parts (specimens) submitted, with numbers ",,,,,,,,,,,,,,,,
14,metadata,13,Pathology Reports Clean,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,14,Pathology Reports Clean,PATH_REPORT_TYPE,,STRING,Pathology Report Type,Detailed description for pathology report type,,,,,,,,,,Path Report Type,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,15,Pathology Reports Clean,DTE_PATH_PROCEDURE,,STRING,Date of Pathology Report,Date that the pathology report was created,date_mdy,y,,,,,,,,Path Procedure Date,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,16,Pathology Reports Clean,PATH_RPT_ID,,STRING,De-identified Pathology Report ID,De-identified Pathology Report ID,,,,,,,,,,PRPT_PATH_RPT_ID,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,17,Pathology Reports Clean,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,Accession Number,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,18,Pathology Reports Clean,ASSOCIATED_PATH_REPORT_ID,,STRING,Associated Pathology Report IDs,List of deidentified pathology report IDs connected to `Accession Number`,,,,,,,,,,Associated Reports,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,19,Pathology Reports Clean,DMP_ID,,STRING,Patient ID,MSK-IMPACT Patient ID,,,,,,,,,,PDRX_DMP_PATIENT_ID,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,20,Pathology Reports Clean,SAMPLE_ID,,STRING,Sample ID,MSK-IMPACT Sample ID,,,,,,,,,,PDRX_DMP_SAMPLE_ID,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,21,Pathology Reports Clean,PATH_REPORT_NOTE,,STRING,Pathology Report Note,Concatenation of `path_prpt_p1` and `path_prpt_p2` from pathology/ddp_pathology_reports.tsv,,y,,,,,,,,,,,,,,
14,metadata,22,Pathology Reports Clean,SPECIMEN_SUBMISSION_LIST,,STRING,Pathology Specimens Submitted,"Description of parts (specimens) submitted, with numbers ",,,,,,,,,,SPEC_SUB_PRE,pathology/ddp_pathology_reports.tsv,,,,,
14,metadata,23,Pathology Reports Clean,PATH_REPORT_TYPE_GENERAL,,STRING,Pathology Report Type (Standardized),Standardized values from Pathology Specimens Submitted.  ,,,,,,,,,,,,,,,,
14,metadata,24,Pathology Reports Clean,RPT_CHAR_LEN,,STRING,Pathology Report Length,Number of characters in the pathology report,,,,,,,,,,,,,,,,
14,metadata,25,Pathology Molecular Notes Parsed,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,26,Pathology Molecular Notes Parsed,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,27,Pathology Molecular Notes Parsed,DMP_NOTE_RPT_HEADER,y,STRING,"Pathology Report, Molecular (Header Section)",Segmented header section of the molecular pathology report,,y,,,,,,,,,,,,,,
14,metadata,28,Pathology Molecular Notes Parsed,DMP_NOTE_SPEC_SUB,y,STRING,"Pathology Report, Molecular (Specimen Submitted Section)",Segmented specimen submitted section of the molecular pathology report,,y,,,,,,,,,,,,,,
14,metadata,29,Pathology Molecular Notes Parsed,DMP_NOTE_DX_AND_OTHER,y,STRING,"Pathology Report, Molecular (Diagnosis Section)",Segmented diagnosis section to the end of the molecular pathology report,,y,,,,,,,,,,,,,,
14,metadata,30,Pathology Surgical Notes Parsed,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,31,Pathology Surgical Notes Parsed,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,32,Pathology Surgical Notes Parsed,PATH_NOTE_HEADER,y,STRING,"Pathology Report, Surgical (Header Section)",Segmented header section of the surgical pathology report,,y,,,,,,,,,,,,,,
14,metadata,33,Pathology Surgical Notes Parsed,PATH_NOTE_CLINICAL_DX,y,STRING,"Pathology Report, Surgical (Clinical Dx Section)",Segmented clinical diagnosis section of the surgical pathology report,,y,,,,,,,,,,,,,,
14,metadata,34,Pathology Surgical Notes Parsed,PATH_NOTE_SPEC_SUB,y,STRING,"Pathology Report, Surgical (Specimen Submitted Section)",Segmented specimen submitted section of the surgical pathology report,,y,,,,,,,,,,,,,,
14,metadata,35,Pathology Surgical Notes Parsed,PATH_NOTE_PATH_DX,y,STRING,"Pathology Report, Surgical (Diagnosis Section)",Segmented pathology diagnostic section of the surgical pathology report,,y,,,,,,,,,,,,,,
14,metadata,36,Pathology Surgical Notes Parsed,PATH_NOTE_OTHER,y,STRING,"Pathology Report, Surgical (Addendum/Other Section)","Remain text of the surgical pathology report, including addendums",,y,,,,,,,,,,,,,,
14,metadata,37,Pathology Heme Notes Parsed,MRN,,STRING,MRN,Medical Record Number,,y,,,,,,,,,,,,,,
14,metadata,38,Pathology Heme Notes Parsed,ACCESSION_NUMBER,,STRING,Pathology Report ID,Pathology Report ID (PHI),,y,,,,,,,,,,,,,,
14,metadata,39,Pathology Heme Notes Parsed,CLINICAL_DX,y,STRING,"Pathology Report, Heme (Clinical Dx Section)",Segmented clinical diagnosis section of the heme pathology report,,y,,,,,,,,,,,,,,
14,metadata,40,Pathology Heme Notes Parsed,SPEC_SUB,y,STRING,"Pathology Report, Heme (Specimen Submitted Section)",Segmented specimen submitted section of the heme pathology report,,y,,,,,,,,,,,,,,
14,metadata,41,Pathology Heme Notes Parsed,PATH_DX,y,STRING,"Pathology Report, Heme (Diagnosis Section)",Segmented pathology diagnostic section of the heme pathology report,,y,,,,,,,,,,,,,,
14,metadata,42,Pathology Heme Notes Parsed,BONE_MARROW_BIOPSY,y,STRING,"Pathology Report, Heme (Bone Marrow Bx)",Regex segmented portion of the report,,,,,,,,,,,,,,,,
